#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group,Converted_Height,Converted_Arm,Converted_Hand
QB,"Wenning, Keith",6025,218,31 1/4,10,"28""","8'4""",QB,74.625,31.25,10
RB,"Andrews, Antonio",5101,225,31 1/4,9 1/2,"29.5""","8'10""",RB,70.125,31.25,9.5
RB,"Archer, Dri",5073,173,31,8 7/8,"38""","10'2""",RB,67.375,31,8.875
RB,"Atkinson, George",6013,218,33 1/4,9 3/8,"38""","10'1""",RB,73.375,33.25,9.375
RB,"Bibbs, Kapri",5093,212,31 3/8,8 1/2,"29""","8'10""",RB,69.375,31.375,8.5
RB,"Blue, Alfred",6023,223,32 3/8,9 7/8,"32""","10'1""",RB,74.375,32.375,9.875
RB,"Carey, Ka'Deem",5093,207,31 3/4,9 1/2,"32.5""","9'7""",RB,69.375,31.75,9.5
RB,"Copeland, J.C.",5111,271,32,10,"28.5""","9'3""",RB,71.125,32,10
RB,"Cornett, Tim",6002,209,31,9 1/4,"34.5""","10'5""",RB,72.25,31,9.25
RB,"Crowell, Isaiah",5110,224,31 3/4,9 1/4,"38""","9'9""",RB,71,31.75,9.25
RB,"Flanders, Tim",5085,207,30 1/4,9 1/4,"32""","9'5""",RB,68.625,30.25,9.25
RB,"Fluellen, David",5111,224,33 3/8,9 1/8,"36.5""",10',RB,71.125,33.375,9.125
RB,"Freeman, Devota",5082,206,29 3/8,9 5/8,"31.5""","9'10""",RB,68.25,29.375,9.625
RB,"Gaffney, Tyler",5114,220,30 1/4,9,"36.5""","9'8""",RB,71.5,30.25,9
RB,"Grice, Marion",6000,208,32,9 1/4,NA,NA,RB,72,32,9.25
RB,"Hewitt, Ryan",6041,246,32,9 1/4,"33""","9'1""",RB,76.125,32,9.25
RB,"Hill, Jeremy",6005,233,32 5/8,10 3/8,"29.5""","9'5""",RB,72.625,32.625,10.375
RB,"Hyde, Carlos",5117,230,32,9 5/8,"34.5""","9'6""",RB,71.875,32,9.625
RB,"Johnson, Storm",6000,209,32,9 1/2,"35.5""","9'10""",RB,72,32,9.5
RB,"Josey, Henry",5081,194,30 1/4,9 1/2,"34.5""","9'10""",RB,68.125,30.25,9.5
RB,"Mason, Tre",5084,207,30,9,"38.5""","10'6""",RB,68.5,30,9
RB,"McKinnon, Jerick",5087,209,30 1/4,8 5/8,"40.5""",11',RB,68.875,30.25,8.625
RB,"Millard, Trey",6020,247,31,9 1/8,NA,NA,RB,74,31,9.125
RB,"Muema, Adam",5100,202,29 7/8,9 3/4,NA,NA,RB,70,29.875,9.75
RB,"Perkins, LaDarius",5073,195,31,9 5/8,"35.5""","10'4""",RB,67.375,31,9.625
RB,"Redd, Silas",5096,212,30 1/4,9,"37""","10'2""",RB,69.75,30.25,9
RB,"Sankey, Bishop",5094,209,31,10,"35.5""","10'6""",RB,69.5,31,10
RB,"Seastrunk, Lache",5094,201,30,9 1/4,"41.5""","11'2""",RB,69.5,30,9.25
RB,"Sims, Charles",5111,214,31,8 1/4,"37.5""","10'6""",RB,71.125,31,8.25
RB,"Smith, Jerome",5110,220,30 7/8,9 3/4,"36""","9'10""",RB,71,30.875,9.75
RB,"Taliaferro, Lorenzo",6002,229,32,8 3/8,"33""","9'10""",RB,72.25,32,8.375
RB,"Thomas, De'Anthony",5085,174,29 7/8,8 1/8,"32""","10'4""",RB,68.625,29.875,8.125
RB,"West, Terrance",5092,225,31,9 1/8,"33.5""",10',RB,69.25,31,9.125
RB,"White,  James",5091,204,29 1/4,8 1/4,"32""","9'6""",RB,69.125,29.25,8.25
RB,"Wilder, James",6025,232,32,9 3/4,"35""","10'1""",RB,74.625,32,9.75
RB,"Williams, Andre",5113,230,33 1/2,9,"38""","10'9""",RB,71.375,33.5,9
RB,"Williams, Damien",5112,222,30 5/8,9 1/8,"35.5""","10'1""",RB,71.25,30.625,9.125
WO,"Abbrederis, Jared",6010,195,31 3/8,9 5/8,"30.5""","9'9""",WR,73,31.375,9.625
WO,"Adams, Davante",6007,212,32 5/8,9,"39.5""","10'3""",WR,72.875,32.625,9
WO,"Beckham, Odell",5112,198,32 3/4,10,"38.5""","10'2""",WR,71.25,32.75,10
WO,"Benjamin, Kelvin",6050,240,34 7/8,10 1/4,"32.5""","9'11""",WR,77,34.875,10.25
WO,"Boyd, Chris",6040,206,32 5/8,9 5/8,NA,NA,WR,76,32.625,9.625
WO,"Brown, Corey",5113,178,31 3/4,9 3/8,"33""","9'8""",WR,71.375,31.75,9.375
WO,"Brown, John",5100,179,30 1/2,8 1/2,"36.5""","9'11""",WR,70,30.5,8.5
WO,"Bryant, Martavis",6036,211,32 5/8,9 1/2,"39""","10'4""",WR,75.75,32.625,9.5
WO,"Burse, Isaiah",5103,188,30 1/4,8 3/8,"31""","9'7""",WR,70.375,30.25,8.375
WO,"Campanaro, Michael",5093,192,30,9 3/4,"39""","10'2""",WR,69.375,30,9.75
WO,"Coleman, Brandon",6060,225,34,9 1/4,"32.5""",NA,WR,78,34,9.25
WO,"Colter, Kain",5100,198,31,10,NA,NA,WR,70,31,10
WO,"Cooks, Brandin",5096,189,30 3/4,9 5/8,"36""",10',WR,69.75,30.75,9.625
WO,"Copeland, Damian",5110,184,31 3/8,9,"40""",10',WR,71,31.375,9
WO,"Davis, Mike",6000,197,32 3/4,10,NA,NA,WR,72,32.75,10
WO,"Ellington, Bruce",5093,197,31,9 5/8,"39.5""",10',WR,69.375,31,9.625
WO,"Enunwa, Quincy",6020,225,32 5/8,9 1/2,NA,NA,WR,74,32.625,9.5
WO,"Evans, Mike",6046,231,35 1/8,9 5/8,"37""",NA,WR,76.75,35.125,9.625
WO,"Evans, Shaq",6010,213,32,9 3/8,"34.5""","10'2""",WR,73,32,9.375
WO,"Fowler, Bennie",6010,217,32,9 1/2,"36""","10'6""",WR,73,32,9.5
WO,"Franklin, Austin",5110,189,31 1/4,10,"36""","10'4""",WR,71,31.25,10
WO,"Gallon, Jeremy",5070,185,29 1/2,9 3/8,NA,NA,WR,67,29.5,9.375
WO,"Grant, Ryan",6003,199,31,9 5/8,"35.5""","9'11""",WR,72.375,31,9.625
WO,"Hazel, Matt",6010,198,31 3/8,9 1/8,"36.5""","9'10""",WR,73,31.375,9.125
WO,"Herron, Robert",5091,193,30 1/2,9 3/4,"35.5""","10'5""",WR,69.125,30.5,9.75
WO,"Hoffman, Cody",6037,223,33 1/4,9 3/4,"27.5""",9',WR,75.875,33.25,9.75
WO,"Huff, Josh",5112,206,31 1/4,9 3/8,"35.5""","9'8""",WR,71.25,31.25,9.375
WO,"Hurns, Allen",6012,198,32,9 1/4,"31""",10',WR,73.25,32,9.25
WO,"Janis, Jeff",6027,219,32 1/2,9,"37.5""","10'3""",WR,74.875,32.5,9
WO,"Jones, T.J.",5115,188,30 5/8,10,"33""","9'11""",WR,71.625,30.625,10
WO,"Landry, Jarvis",5114,205,31 1/4,10 1/4,"28.5""","9'2""",WR,71.5,31.25,10.25
WO,"Latimer, Cody",6020,215,32 5/8,9 5/8,NA,NA,WR,74,32.625,9.625
WO,"Lee, Marqise",5116,192,31 3/4,9 1/2,"38""","10'7""",WR,71.75,31.75,9.5
WO,"Lucas, Marcus",6040,218,33 5/8,9 3/8,"36""","10'4""",WR,76,33.625,9.375
WO,"Matthews, Jordan",6031,212,33 1/4,10 3/8,"35.5""",10',WR,75.125,33.25,10.375
WO,"Moncrief, Donte",6023,221,32 3/8,9 1/8,"39.5""",11',WR,74.375,32.375,9.125
WO,"Norwood, Kevin",6020,198,32 1/8,10,"33""","10'1""",WR,74,32.125,10
WO,"Powell, Walt",5113,189,31 5/8,9 1/2,"31.5""",10',WR,71.375,31.625,9.5
WO,"Reese, Tevin",5104,163,31 5/8,8 5/8,"41""",11',WR,70.5,31.625,8.625
WO,"Richardson, Paul",6003,175,32 5/8,8 7/8,"38""","10'4""",WR,72.375,32.625,8.875
WO,"Robinson, Allan",6025,220,32,9 1/2,"39""","10'7""",WR,74.625,32,9.5
WO,"Saunders, Jalen",5087,163,30,8 7/8,"34""","10'2""",WR,68.875,30,8.875
WO,"Snead, Willie",5110,195,33,10 1/4,"33.5""","9'5""",WR,71,33,10.25
WO,"Stewart, Josh",5097,178,30,9 3/8,"35""","9'9""",WR,69.875,30,9.375
WO,"Street, Devin",6027,198,33 3/8,9 1/4,"37""","10'4""",WR,74.875,33.375,9.25
WO,"Washington, L'Damian",6037,195,33 3/8,9,"32""","9'7""",WR,75.875,33.375,9
WO,"Watkins, Sammy",6006,211,32,9 5/8,"34""","10'6""",WR,72.75,32,9.625
WO,"Wilson, Albert",5093,202,30 3/8,9 1/8,"37.5""","10'3""",WR,69.375,30.375,9.125
TE,"Amaro, Jace",6053,265,34.0,9,"33""","9'10""",TE,77.375,34,9
TE,"Blanchflower, Rob",6040,256,33 3/4,9 5/8,NA,NA,TE,76,33.75,9.625
TE,"Burton, Trey",6021,224,31.0,9 3/8,"30""","9'4""",TE,74.125,31,9.375
TE,"Denham, Anthony",6044,235,33 3/8,10 1/2,"32.5""",NA,TE,76.5,33.375,10.5
TE,"Duncan, Joe Don",6030,268,32 3/8,10 1/8,NA,NA,TE,75,32.375,10.125
TR,"Ebron, Eric",6043,250,33 1/4,10,"32""",10',NA,76.375,33.25,10
TE,"Fiedorowicz, C.J.",6054,265,33.0,10 1/4,"31.5""","9'8""",TE,77.5,33,10.25
TE,"Gillmore, Crockett",6057,260,33 3/4,10 3/8,"33.5""",10',TE,77.875,33.75,10.375
TE,"Grimble, Xavier",6040,257,33 5/8,10 1/4,"26.5""","9'5""",TE,76,33.625,10.25
TE,"Jacobs, Nic",6050,269,34 1/8,10,NA,NA,TE,77,34.125,10
TE,"Jensen, Marcel",6056,259,34 7/8,9 7/8,"35""","9'7""",TE,77.75,34.875,9.875
TE,"Jordan, Reggie",6027,240,32 1/4,9 5/8,"30""","9'8""",TE,74.875,32.25,9.625
TE,"Leonard, A.C.",6023,252,33.0,9 1/4,"34""","10'8""",TE,74.375,33,9.25
TE,"Lyerla, Colt",6037,242,32 3/4,10 1/4,"39""","10'8""",TE,75.875,32.75,10.25
TE,"Lynch, Arthur",6045,258,32 1/2,10 1/8,"29.5""","9'8""",TE,76.625,32.5,10.125
TE,"Murphy, Jake",6040,249,31 3/4,10,"33""","9'6""",TE,76,31.75,10
TE,"Najvar, Jordan",6057,256,32 1/4,10,"32.5""","9'4""",TE,77.875,32.25,10
TE,"Niklas, Troy",6060,270,34 1/8,10,"32""","9'6""",TE,78,34.125,10
TE,"Pedersen, Jacob",6034,238,31 3/4,9,"28.5""","9'3""",TE,75.5,31.75,9
TE,"Rodgers, Richard",6040,257,32 5/8,10 1/8,"31.5""","9'8""",TE,76,32.625,10.125
TE,"Seferian-Jenkins, Austin",6050,262,33 3/4,9 3/4,NA,NA,TE,77,33.75,9.75
TE,"Tialavea, D.J.",6030,267,33 5/8,9 1/4,NA,NA,TE,75,33.625,9.25
OL,"Armstrong, Matt",6021,302,33.0,10 5/8,NA,NA,OL,74.125,33,10.625
OL,"Bitonio, Joel",6042,302,33 7/8,9 5/8,"32""","9'6""",OL,76.25,33.875,9.625
OL,"Bodine, Russell",6031,310,32 1/2,10,"29""","9'1""",OL,75.125,32.5,10
OL,"Boffeli, Conor",6041,298,32.0,9 3/8,"25""","8'5""",OL,76.125,32,9.375
OL,"Britt, Justin",6057,325,33 1/2,10 1/4,"27.5""","8'4""",OL,77.875,33.5,10.25
0L,"Dozier, Dakota",6035,313,33 7/8,9 7/8,"24""","8'5""",NA,75.625,33.875,9.875
0L,"Edwards, Kadeem",6042,313,35 1/2,9 1/2,"27""","8'3""",NA,76.25,35.5,9.5
OL,"Feiler, Matt",6057,330,32.0,9 1/2,"26.5""","8'7""",OL,77.875,32,9.5
OL,"Fleming, Cameron",6047,323,34.0,9 7/8,"23.5""","8'1""",OL,76.875,34,9.875
OL,"Fulton, Zach",6045,316,33 1/4,10 1/4,"24.5""","8'2""",OL,76.625,33.25,10.25
OL,"Groy, Ryan",6045,316,33 1/4,10 3/8,"26.5""",9',OL,76.625,33.25,10.375
OL,"Halapio, Jon",6034,323,33 5/8,10 1/4,"21.5""","8'4""",OL,75.5,33.625,10.25
OL,"Harrison, Jonotthan",6034,304,33 3/8,9 7/8,"27""","9'5""",OL,75.5,33.375,9.875
OL,"Henderson, Seantrel",6071,331,34 5/8,10 1/2,"24""","7'11""",OL,79.125,34.625,10.5
OL,"Hurst, James",6050,296,33 3/4,10 1/8,NA,NA,OL,77,33.75,10.125
OL,"Ikard, Gabe",6035,304,33 1/8,9 5/8,"26""","8'7""",OL,75.625,33.125,9.625
OL,"Jackson, Gabe",6032,336,33 3/4,10,"29""",9',OL,75.25,33.75,10
OL,"James, Ja'Wuan",6060,311,35.0,9 7/8,"29""","8'7""",OL,78,35,9.875
OL,"Johnson, Wesley",6053,297,33 1/8,10 1/4,"29""","9'3""",OL,77.375,33.125,10.25
OL,"Larsen, Tyler",6040,313,31 1/2,9 1/4,"23.5""","8'6""",OL,76,31.5,9.25
OL,"Leno Jr., Charles",6040,304,34 3/8,10 1/8,"29""",9',OL,76,34.375,10.125
OL,"Lewan, Taylor",6071,309,33 7/8,9 1/4,"30.5""","9'9""",OL,79.125,33.875,9.25
OL,"Linder, Brandon",6055,311,34 1/2,10 1/4,"26.5""","8'4""",OL,77.625,34.5,10.25
OL,"Linsley, Corey",6030,296,32.0,9 7/8,"27""",NA,OL,75,32,9.875
OL,"Long, Spencer",6050,320,33 1/8,10 3/4,NA,NA,OL,77,33.125,10.75
OL,"Lucas, Luke",6080,316,36 3/4,10,NA,NA,OL,80,36.75,10
OL,"Martin, Marcus",6030,320,34.0,10,NA,NA,OL,75,34,10
OL,"Martin, Zack",6040,308,32 7/8,9 1/2,"28""","8'10""",OL,76,32.875,9.5
OL,"Matthews, Jake",6054,308,33 3/8,9 7/8,"30.5""","8'9""",OL,77.5,33.375,9.875
OL,"Mewhort, Jack",6060,309,34.0,9 3/4,"26""","8'5""",OL,78,34,9.75
OL,"Moses, Morgan",6060,314,35 3/8,9 7/8,"21.5""","8'10""",OL,78,35.375,9.875
OL,"Paradis, Matthew",6025,306,32 3/8,9 7/8,"26""","8'7""",OL,74.625,32.375,9.875
OL,"Patchan, Matt",6062,302,33.0,9 3/8,"33.5""",NA,OL,78.25,33,9.375
OL,"Richardson, Antonio",6056,336,35.0,10 1/4,"24.5""",NA,OL,77.75,35,10.25
OL,"Richardson, Cyril",6046,329,34 5/8,9 1/2,"25.5""","7'7""",OL,76.75,34.625,9.5
OL,"Richburg, Weston",6033,298,33 3/8,9 1/4,"26.5""","8'10""",OL,75.375,33.375,9.25
OL,"Robinson, Greg",6050,332,35.0,10,"28.5""","9'5""",OL,77,35,10
OL,"Schofield, Michael",6065,301,34.0,9 5/8,"24""","7'9""",OL,78.625,34,9.625
OL,"Steen, Anthony",6030,314,30 1/2,9 1/8,NA,NA,OL,75,30.5,9.125
OL,"Stone, James",6035,306,33 7/8,10 1/8,"27.5""","8'9""",OL,75.625,33.875,10.125
OL,"Stork, Bryan",6040,315,32 1/4,10 1/8,NA,NA,OL,76,32.25,10.125
OL,"Su'a-Filo, Xavier",6041,307,33 3/8,9 3/8,"25""","8'6""",OL,76.125,33.375,9.375
OL,"Swanson, Travis",6050,312,33 1/8,10,"26""","7'11""",OL,77,33.125,10
OL,"Thomas, Brandon",6032,317,34 3/4,10 1/2,"29""","8'2""",OL,75.25,34.75,10.5
OL,"Turner, Billy",6047,315,34.0,10,"28""","9'1""",OL,76.875,34,10
OL,"Turner, Trai",6025,310,34.0,9 1/2,"27.5""",NA,OL,74.625,34,9.5
OL,"Urschel, John",6030,313,33.0,10 3/8,"29""","8'6""",OL,75,33,10.375
OL,"Watt, Chris",6030,310,32 3/4,9 1/2,NA,NA,OL,75,32.75,9.5
OL,"Yankey, David",6055,315,34.0,9 1/2,"28.5""","8'7""",OL,77.625,34,9.5
OL,"Kouandjio, Cyrus",6066,322,35 5/8,10 1/4,"27.5""","8'0""",OL,78.75,35.625,10.25
DL,"Bromely, Jay",6031,306,33 1/2,9 1/4,"33.5""","8'10""",DL,75.125,33.5,9.25
DL,"Carrethers, Ryan",6012,337,31 3/4,9 3/8,"26""","7'4""",DL,73.25,31.75,9.375
DL,"Clarke, Will",6061,271,34 5/8,9 7/8,"32""","9'4""",DL,78.125,34.625,9.875
DL,"Clowney, Jadeveon",6052,266,34 1/2,10,"37.5""","10'4""",DL,77.25,34.5,10
DL,"Coleman, Deandre",6050,314,34 3/8,10 1/4,NA,NA,DL,77,34.375,10.25
DL,"Crichton, Scott",6027,273,32 3/4,10 1/8,"31.5""",9',DL,74.875,32.75,10.125
DL,"Donald, Aaron",6006,285,32 5/8,9 7/8,"32""","9'8""",DL,72.75,32.625,9.875
DL,"Ealy, Kony",6040,273,34 1/4,9 1/2,"31""","9'6""",DL,76,34.25,9.5
DL,"Easley, Dominique",6020,288,32 7/8,9 3/4,NA,NA,DL,74,32.875,9.75
DL,"Edebali, Kasim",6020,253,32 3/4,9 1/2,"34.5""","9'7""",DL,74,32.75,9.5
DL,"Ellis, Justin",6014,334,33,10 1/8,"28""","7'8""",DL,73.5,33,10.125
DL,"Enemkpali, I.K.",6006,261,33 1/8,9 3/4,"34.5""","9'4""",DL,72.75,33.125,9.75
DL,"Ferguson, Ego",6030,315,32 1/4,10 3/4,NA,NA,DL,75,32.25,10.75
DL,"Ford, Dee",6020,252,32 7/8,10 1/4,NA,NA,DL,74,32.875,10.25
DL,"Gayle, James",6037,259,32 3/8,9 5/8,"37""","10'2""",DL,75.875,32.375,9.625
DL,"Hageman, Ra'Shede",6057,310,34 1/4,10 1/4,"35.5""","9'3""",DL,77.875,34.25,10.25
DL,"Hart, Taylor",6060,281,32 3/4,10 1/8,NA,NA,DL,78,32.75,10.125
DL,"Hyder, Kerry",6024,290,33 1/2,9 3/4,"29.5""",9',DL,74.5,33.5,9.75
DL,"Jeffcoat, Jackson",6030,247,33 7/8,9 5/8,"36""","10'3""",DL,75,33.875,9.625
DL,"Jernigan, Timmy",6015,298,31 5/8,9 5/8,"29.5""","8'6""",DL,73.625,31.625,9.625
DL,"Johnson, Anthony",6024,308,33,10 3/8,"24.5""","8'6""",DL,74.5,33,10.375
DL,"Jones, DaQuan",6036,322,33 1/2,9 5/8,"25.5""","8'5""",DL,75.75,33.5,9.625
DL,"Jones, Howard",6024,235,34 1/8,9 1/2,"40.5""","10'4""",DL,74.5,34.125,9.5
DL,"Kerr, Zach",6013,326,32 7/8,9 3/4,"28.5""","8'3""",DL,73.375,32.875,9.75
DL,"Lawrence, Demarcus",6027,251,33 3/4,11,"34.5""","9'5""",DL,74.875,33.75,11
DL,"Lynch, Aaron",6050,249,34,10 1/4,NA,NA,DL,77,34,10.25
DL,"Manumaleuna, Eathyn",6022,296,32 1/4,10,"28""","8'5""",DL,74.25,32.25,10
DL,"Marsh, Cassius",6040,252,32 3/4,9 1/2,"32""",9',DL,76,32.75,9.5
DL,"Martin, Kareem",6057,272,35,10,"35.5""","10'9""",DL,77.875,35,10
DL,"Mauro, Josh",6057,271,33,9 1/2,"32""","9'8""",DL,77.875,33,9.5
DL,"McCullers, Daniel",6070,352,36 5/8,11,"20.5""","8'1""",DL,79,36.625,11
DL,"Mims, Tevin",6040,260,33 1/2,9 3/8,"27.5""","9'1""",DL,76,33.5,9.375
DL,"Moore, Zach",6054,259,33 3/4,9 5/8,"33.5""","10'3""",DL,77.5,33.75,9.625
DL,"Newsome, Jonathan",6025,247,33 1/4,9 5/8,"34""","9'9""",DL,74.625,33.25,9.625
DL,"Nix III, Louis",6023,331,33,9 7/8,"25.5""","8'1""",DL,74.375,33,9.875
DL,"Pagan, Jeoffrey",6030,310,33,9 5/8,NA,NA,DL,75,33,9.625
DL,"Palepoi, Tenny",6014,298,30 1/2,9 7/8,"30.5""","9'3""",DL,73.5,30.5,9.875
DL,"Pennel, Mike",6042,332,33 3/8,9 7/8,"28.5""","8'6""",DL,76.25,33.375,9.875
DL,"Quarles, Kelcy",6036,297,33 1/4,9 3/8,"23.5""","8'6""",DL,75.75,33.25,9.375
DL,"Ramsey, Kaleb",6030,297,32 7/8,9 3/4,NA,NA,DL,75,32.875,9.75
DL,"Reid, Caruan",6021,302,33,10 1/2,"26.5""","8'10""",DL,74.125,33,10.5
DL,"Sam, Michael",6020,261,33 3/8,9 3/8,"25.5""","9'6""",DL,74,33.375,9.375
DL,"Smith, Chris",6010,266,34 1/8,9 1/2,"37""","10'1""",DL,73,34.125,9.5
DL,"Smith, Marcus",6033,251,34,10,"35""","10'1""",DL,75.375,34,10
DL,"Stephen, Shamar",6047,309,33 1/8,10,"30.5""","8'7""",DL,76.875,33.125,10
DL,"Stinson, Ed",6030,287,33 3/4,9 3/8,NA,NA,DL,75,33.75,9.375
DL,"Sutton, Will",6004,303,31 1 /4,10,"28.5""","8'3""",DL,72.5,31.25,10
DL,"Thomas, Robert",6010,327,33 7/8,10,NA,NA,DL,73,33.875,10
DL,"Thornton, Khyri",6025,304,32 1/2,9 1/2,"29""","9'4""",DL,74.625,32.5,9.5
DL,"Tuitt, Stephon",6050,304,34 3/4,10,NA,NA,DL,77,34.75,10
DL,"Uko, George",6025,284,33 1/4,10 1/8,"29.5""","9'2""",DL,74.625,33.25,10.125
DL,"Urban, Brent",6070,295,34 1/4,9 3/4,NA,NA,DL,79,34.25,9.75
DL,"Webster, Larry",6056,252,33 1/2,10 1/8,"36.5""","10'3""",DL,77.75,33.5,10.125
DL,"Westbrooks, Ethan",6034,267,33 1/4,9 5/8,"29""","9'2""",DL,75.5,33.25,9.625
DL,"Whaley, Chris",6030,269,32 1/8,9 1/8,NA,NA,DL,75,32.125,9.125
DL,"Wynn, Kerry",6050,266,31 3/4,9 1/8,"34""","9'5""",DL,77,31.75,9.125
LB,"Attaochu, Jeremiah",6030,252,33,9 7/8,NA,NA,LB,75,33,9.875
LB,"Barr, Anthony",6047,255,33 1/2,9 3/8,"34.5""","9'11""",LB,76.875,33.5,9.375
LB,"Barrow, Lamin",6013,237,33 3/8,10 3/8,"35""","10'3""",LB,73.375,33.375,10.375
LB,"Borland, Chris",5114,248,29 1/4,9 7/8,"31""","9'6""",LB,71.5,29.25,9.875
LB,"Bradford, Carl",6006,250,30 1/4,9 1/2,"37.5""","10'2""",LB,72.75,30.25,9.5
LB,"Brown, Jonathan",6003,238,33,9 3/8,"31""",9',LB,72.375,33,9.375
LB,"Brown, Preston",6012,251,33 1/2,10 1/4,"33""","9'8""",LB,73.25,33.5,10.25
LB,"Bullough, Max",6034,249,31,9 3/8,"31""","9'4""",LB,75.5,31,9.375
LB,"Fortt, Khairi",6022,248,33 5/8,10 1/8,"36""",10',LB,74.25,33.625,10.125
LB,"George, Jeremiah",5112,234,31 7/8,9 1/4,"33""","9'8""",LB,71.25,31.875,9.25
LB,"Hitchens, Anthony",6003,240,32 1/2,9 1/8,"31.5""","9'8""",LB,72.375,32.5,9.125
LB,"Hubbard, Adrian",6060,257,34 1/2,9 1/4,NA,"9'9""",LB,78,34.5,9.25
LB,"Jackson, Andrew",6010,254,32 1/2,9 1/2,NA,NA,LB,73,32.5,9.5
LB,"Jones, Christian",6031,240,33 1/2,9 5/8,"33.5""","9'7""",LB,75.125,33.5,9.625
LB,"Kennard, Devon",6030,249,33 3/8,9 3/8,"30""","9'5""",LB,75,33.375,9.375
LB,"Kirksey, Christian",6020,233,32 3/8,9 3/8,"32""","10'2""",LB,74,32.375,9.375
LB,"Lokombo, Bo",6021,225,33 3/8,9 7/8,NA,"10'2""",LB,74.125,33.375,9.875
LB,"Mack, Khalil",6025,251,33 1/4,10 1/4,"40""","10'8""",LB,74.625,33.25,10.25
LB,"Morris, James",6007,241,30 3/4,9 1/8,"34.5""","9'9""",LB,72.875,30.75,9.125
LB,"Mosley, C.J.",6020,234,33 3/8,10 3/4,"35""","9'10""",LB,74,33.375,10.75
LB,"Murphy, Trent",6050,250,33 7/8,11 1/8,"35.5""","9'10""",LB,77,33.875,11.125
LB,"Pierre-Louis, Kevin",6004,232,32 1/4,10 1/8,"39""","10'8""",LB,72.5,32.25,10.125
LB,"Powell, Ronald",6031,237,32 1/2,9 3/8,"35.5""","9'6""",LB,75.125,32.5,9.375
LB,"Reilly, Trevor",6050,245,32 1/4,9 1/2,NA,NA,LB,77,32.25,9.5
LB,"Shazier, Ryan",6010,237,32 3/8,10,"42""","10'10""",LB,73,32.375,10
LB,"Shembo, Prince",6013,253,33 1/8,10 1/2,"38.5""","10'2""",LB,73.375,33.125,10.5
LB,"Skov, Shayne",6020,245,30 5/8,10,NA,NA,LB,74,30.625,10
LB,"Smallwood, Yawin",6022,246,31 3/4,9 1/2,"36.5""",9',LB,74.25,31.75,9.5
LB,"Smith, Telvin",6030,218,32 1/2,10 1/4,"31.5""","9'11""",LB,75,32.5,10.25
LB,"Starr, Tyler",6041,250,32 1/2,9 1/2,"32""","9'8""",LB,76.125,32.5,9.5
LB,"Tripp, Jordan",6026,234,30 3/4,9 5/8,"37.5""",10',LB,74.75,30.75,9.625
LB,"Unga, Devin",6010,231,31 3/8,10,NA,NA,LB,73,31.375,10
LB,"Van Noy, Kyle",6031,243,31 5/8,9 5/8,"32.5""","9'4""",LB,75.125,31.625,9.625
LB,"Williamson, Avery",6010,246,32 3/4,9 1/2,"30.5""",10',LB,73,32.75,9.5
LB,"Zumwalt, Jordan",6040,235,31 1/4,8 3/4,"33""","9'8""",LB,76,31.25,8.75
DB,"Alexander, Mo",6012,220,32 5/8,8 7/8,"38""","10'3""",DB,73.25,32.625,8.875
DB,"Allen, Ricardo",5091,187,30,9 1/4,"35.5""","9'9""",DB,69.125,30,9.25
DB,"Bailey, Dion",5116,201,32,9 1/2,"34""","9'5""",DB,71.75,32,9.5
